Entity,EntityIndex,Relation,RelationIndex
"[' 場', '簡易型的溶劑', '裝置', '圖', '-', '所', ' 收']","[2, 7, 9, 12, 14, 16, 23]","['回收', '加溫', '蒸餾', '回']","[8, 19, 21, 22]"
['溶劑'],[2],"['回收', '使用']","[0, 5]"
"['量', '設備容量']","[2, 5]","['回收', '限於']","[1, 3]"
"['民國', '年', '月']","[0, 2, 4]",[],[]
"['6', '簡單', '回收', 'C.', '精餾法', '']","[3, 5, 7, 9, 11, 13]","['萃取', '含水', '']","[10, 12, 13]"
"[' 其與水分', '成分間之作用']","[4, 9]","['利用', '力不同']","[0, 10]"
"['精餾裝置', '-', '所']","[2, 6, 8]","['萃取', '圖']","[0, 4]"
"['圖', '-', '萃取', '簡圖D.薄膜', '係', '狀態之氣體或液體']","[0, 2, 4, 9, 17, 25]",['裝置'],[6]
['薄膜兩側化學勢'],[5],"['來', '自於', '差']","[0, 1, 6]"
"['某一成 分溶解', '薄膜中', '薄膜中', '薄膜之下游界面']","[5, 9, 13, 20]","['包括', '進入', '傳送', '揮發']","[0, 7, 14, 21]"
"['圖', '-', '滲透', '原理 膜下游', '冷', '蒸發', '', '類', '(', '－', '(', ')', ' acetate(MeAc)', 'O2', 'Ethanol)  C2H6O醋酸乙酯(Ethyl acetate(EtAc))  C4H8O2   丙醇  ', 'both Isomers', ')  C3H8O  醋酸丁酯', ')', 'Butanol(all Isomers', '醚類', 'Ethers)－', 'Methyl tert-butyl  ether(MTBE)', 'Cyclohexanol', '(MTBE', ')', ')', '二氧陸圜(', '(', '酸類', 'Organic Acids', ')', ' C6H6', ')  C7H8乙腈', ' C5H6O', '(Triethylamine', '類', '甲烷', ')  C6H7N  四氯乙烯', '：']","[0, 2, 4, 9, 11, 14, 34, 37, 48, 51, 53, 55, 61, 66, 78, 82, 85, 89, 92, 96, 100, 110, 115, 123, 149, 153, 156, 168, 174, 176, 184, 196, 207, 220, 233, 241, 250, 259, 267]","['分離', '進', '  表', '可', '技術', '類', '化學式', 'Methyl', ')', '3', '腈類', '化合物', '(']","[6, 17, 22, 26, 30, 40, 41, 59, 62, 64, 197, 240, 251]"
"['其現 象', '溶質', '高濃度區', '低濃度區', '溶液中溶質', ' 透薄膜之現象']","[1, 3, 5, 8, 16, 21]","['為', '移向', '透析', '穿']","[2, 6, 11, 17]"
"['各種', '溶質', '其', '性差異', '分離']","[1, 3, 6, 9, 12]","['不同', '擴散']","[2, 7]"
"['臨界流體之優 異', '性能', '天然物', '研究']","[5, 7, 13, 16]","['超', '萃取', '早', '應用', '萃取']","[0, 6, 9, 11, 14]"
"['傳統分離程序', '']","[4, 8]","['提供', '']","[1, 8]"
"['超臨界流體', '廢溶劑', '下 述幾項特點', 'CO2', '萃取劑']","[2, 5, 11, 15, 17]","['利用', '作為', '萃取', '有']","[0, 3, 4, 6]"
"['製程', '低溫操作']","[0, 4]",[],[]
"['黏度', '濃度物質之處理']","[2, 8]","['適合', '高', '低']","[0, 1, 4]"
['機制'],[1],"['萃取', '不清楚']","[0, 3]"
"['資源', '方式', '', '方式']","[4, 6, 11, 13]","['考慮', '回收', '化', '其他']","[2, 3, 5, 10]"
"['目前', '處理方式', '處理']","[0, 5, 8]","['使用', '為', '焚化']","[3, 6, 7]"
"['其優點', ' 效減量', '成分', '處理廢溶劑之爐型選擇']","[1, 6, 11, 19]","['為', '有', '破壞', '分解', '有害', '焚化']","[2, 3, 8, 9, 10, 14]"
"['時間', '時室', '時間', '~', '秒']","[3, 7, 9, 12, 14]","['增 ', '加', '停留', '燃燒', '停留', '為']","[0, 1, 2, 6, 8, 10]"
"['廢溶劑', '高溫內', '溫 度', '~', 'º']","[1, 4, 6, 8, 10]","['使', '1,100', '燃燒']","[0, 7, 14]"
"['圖', '-', '液體', '焚化爐', '2', '（', '圖', '爐', '高達', '℃']","[0, 2, 4, 7, 11, 19, 21, 27, 32, 34]","['示', '（', '5.3', '內']","[8, 10, 22, 28]"
"['~', 'rpm']","[2, 4]",['轉速'],[0]
"['傾角', '~', 'º']","[1, 4, 6]","['安裝', '為']","[0, 2]"
"['後氣體', '燃燒器的高溫區', '1,100', '1,370']","[2, 7, 9, 11]","['轉化', '通過', '後置', '進行', '燃', ' 燒']","[0, 3, 4, 15, 17, 18]"
"['氣體', '後置燃燒器中', '時間', '~', '秒']","[0, 4, 7, 10, 12]","['平均', '停留', '為']","[5, 6, 8]"
"['圖', '-', '旋轉窯', '爐', '.', '燃料', '廢溶劑', '水', '窯之輔助']","[0, 2, 4, 6, 10, 17, 19, 21, 25]","['示', '3', '作為']","[7, 9, 20]"
"['設備', '後']","[1, 3]","['經過', '擴充']","[0, 2]"
"['作為', '', '操作']","[3, 6, 8]","['進行', '輔助', '燃料']","[0, 4, 5]"
"['溫度區間', '', '負荷率']","[2, 4, 7]","['高', '熱', '大']","[3, 5, 8]"
[],[],"['進行', '處理']","[1, 2]"
"['不', '', '短']","[3, 5, 7]","['成本', '高', '']","[2, 4, 5]"
"['各界 ', '']","[2, 5]","['作為', '利用', '參考依循']","[0, 4, 6]"
"['芳香氯', '%', '', 'Cr、', '', '', '～', '間', '89']","[1, 10, 12, 16, 18, 20, 34, 36, 41]","['檢出', '小於', 'Cd', '4', '12.5', '原則']","[4, 8, 13, 33, 35, 39]"
"['廢溶劑', '技術及用途']","[0, 6]","['利用', '成熟']","[2, 9]"
"['年', ' 2 日', '自93', '起', '適用', '認定原則']","[3, 5, 8, 12, 14, 18]",['年'],[9]
"['年', '24 日', '修正', '經濟部', '71-', '', '', '', '廢溶劑規定', '製造業', '元件', '產出', '可逕行', '利用', '水泥廠之水泥', '料']","[4, 6, 8, 10, 16, 20, 24, 27, 30, 34, 38, 42, 46, 48, 53, 57]","['事業', '廢棄物', '用種', ':', '所', '輔 助']","[11, 12, 18, 31, 40, 55]"
"['', '規定辦理']","[4, 8]","['相關', '利用']","[3, 6]"
"['(二)', '', '為', '泥', '其他相關']","[2, 4, 6, 8, 11]",['或'],[9]
"['二', '機構', '功能之貯槽及燃料噴霧', '設備']","[1, 5, 14, 16]","['利用', '具備', '攪拌']","[4, 7, 8]"
"['污泥、矽原料酸蝕', '', '蝕刻', 'CaCl2或', '產生', ' 污泥']","[7, 9, 11, 15, 24, 27]","['酸', '經']","[10, 13]"
"['其中', '']","[0, 5]","['為', '粉']","[6, 8]"
"['度', '#', '相當於', 'μm']","[1, 6, 9, 13]","['為', '～']","[2, 11]"
"['整體污泥', '考量']","[5, 9]","['利用', '做']","[7, 8]"
"['時的溫度', '～', '℃）']","[3, 9, 12]","['製造', '高']","[0, 5]"
"['鈣污泥', '製造', '熔劑']","[3, 10, 13]","['氟化', '提供', '水泥', '']","[1, 6, 8, 10]"
"['該產業廢棄物資源', '比率', '﹪']","[5, 7, 10]","['提升', '化', '增加']","[1, 6, 8]"
['目前國內'],[2],"['無', '利用', '實績']","[4, 6, 7]"
"['3', '無機污', '資源', '技術', 'Si', '', '']","[0, 2, 4, 6, 12, 25, 31]","['化', 'SiC', '水', '無定']","[5, 13, 21, 29]"
"['圓片製造', '', '', '含有', '多的雜質']","[5, 7, 9, 11, 15]","['產生', '']","[6, 7]"
"['其資源', '過程', '圖', '-', '所示']","[1, 3, 5, 7, 10]",['化'],[2]
"['矽量', '矽質原料', '原料']","[4, 9, 12]","['建議', '採', '含', '高', '作為', '為', ' 宜']","[0, 2, 3, 6, 10, 13, 14]"
"['', '也', '', '2', '為', '材料']","[1, 5, 9, 12, 16, 19]",['3'],[8]
"['圖', '-', '無機性', '再利用', '柵板', 'C.', '成分']","[0, 2, 4, 7, 13, 16, 29]","['燒製', '時', '泥', '製磚']","[9, 11, 26, 30]"
"['其', '方式', '污泥', '製磚用土中', '資源', '方法']","[0, 3, 6, 11, 13, 18]","['利用', '係', '使用', '摻配', '作為', '利', ' 用']","[2, 4, 5, 7, 12, 15, 16]"
"['', '原理']","[1, 4]","['利用', '為', '燒結', '資源化']","[3, 5, 6, 7]"
"['反應', '混合', '燒成1,200', '℃', ' 污泥', '儲存', '研磨 ', '石渣', '', '', '', '石膏', '攪拌 生料', '配料配料', '生料', '研磨 ', '燒成', '燒成廢電石渣無機性污泥黏土', '', '', '', '鐵渣、', '石膏石膏水泥水泥生料攪拌生料攪拌', '配料', '生料研磨生料研磨研磨研磨熟料燒成', '燒成', '石渣廢電', '黏土、矽砂、鐵渣、石灰石黏土、矽砂、 鐵渣、石灰石石膏石膏水泥', '泥 ', ' 生料', '生料', '生料', '研磨 ', '熟料', '燒成', '石渣', '矽砂、', '', '矽砂、鐵渣、石灰', '石膏', '水泥', '-75', ' 體之成形體', '較', '物質', '為低之溫度加熱']","[2, 6, 10, 13, 16, 20, 24, 28, 30, 32, 34, 36, 41, 46, 49, 51, 54, 62, 64, 66, 69, 73, 82, 85, 94, 96, 99, 117, 119, 122, 128, 130, 132, 134, 137, 139, 145, 147, 156, 158, 160, 163, 167, 169, 171, 178]","['所謂', '燒結', '為', ' 成', '~', '熟料', '黏土', '', ' 水', '攪拌', '矽砂', '鐵渣', '石灰石', '', '儲存', '配料', '生料', '攪拌', '配料', '燒成', '廢電', '無機性', '黏土', '', '石灰']","[0, 1, 3, 7, 11, 25, 29, 32, 37, 42, 63, 65, 67, 69, 83, 86, 120, 123, 126, 135, 138, 140, 142, 145, 148]"
"['高溫操作條件', '趨於']","[3, 6]","['利用', '使', '穩定', '化']","[0, 4, 7, 8]"
['現象'],[3],"['產生', '收縮']","[1, 2]"
"['內部微細結構重新', '組合', '', '', '狀 態']","[5, 7, 12, 14, 18]","['其', '以', '高', '密度', '密化']","[1, 8, 10, 11, 16]"
"['其資源', '過程', '圖', '-', '所示']","[1, 3, 5, 7, 10]",['化'],[2]
"['人工骨材原物', '廢棄物', '人工']","[7, 14, 17]","['利用', '料', '將', '再']","[3, 8, 13, 15]"
"['其資源', '流程', '圖', '-', '所']","[1, 3, 5, 7, 9]",['化'],[2]
"['圖', '-', '所']","[1, 3, 5]",[],[]
"['圖', '-', '中鋼', '利用', '泥前', '處理流程擠出成形', '熱', '篩選', '鈣污泥', '機械', '使用', '', '', '處', '潤滑、', '防', '', '等作用']","[0, 2, 4, 7, 11, 16, 20, 24, 29, 39, 42, 44, 50, 53, 59, 62, 64, 69]","['鈣污', '加', '℃', '成品', '氟', '5.5', '資源', '切削油', '冷卻', '腐蝕']","[9, 19, 22, 25, 26, 33, 36, 43, 60, 63]"
"['此型廢油', '強度', '其原液與水', '例', '相當']","[2, 4, 9, 12, 16]","['污染', '稀釋', '不同', '有', '大', '差異']","[3, 10, 13, 15, 17, 18]"
"['水溶性切削油', '負荷的加工', '劑的油性']","[4, 9, 19]","['使用', '高', '使用', '含', '壓', '添加']","[2, 6, 12, 13, 15, 16]"
"['其', '節省切削油', '費用', '切削油的處理', '', '物件', '', '系統清洗', '', '影響', '下降', '等']","[0, 7, 10, 15, 17, 22, 24, 28, 30, 33, 37, 39]","['經濟', '效益', '包括', '購買', '降', '低', '低', '加工', '機具', '頻率', '低停機', '生產', '力 ', '', '效益']","[1, 2, 3, 8, 11, 12, 19, 20, 26, 29, 32, 34, 35, 37, 41]"
"['措施：', '1）', '穩定性', '切削油', '切削油之乳化', '較高']","[4, 7, 9, 12, 17, 20]","['包括', '採取', '', '高', '穩定性']","[0, 1, 11, 13, 18]"
"['外', '雜油', '二次乳 ', '現象']","[1, 4, 10, 12]","['來', '混入', '不會', '有', '化', '發生']","[2, 3, 6, 7, 11, 13]"
"['切削油中的乳化劑', '了乳化外來油']","[4, 7]","['使得', '為', '快速', '消耗']","[0, 5, 10, 11]"
['油劣'],[2],"['造成', '切削', '化', '需要', '廢棄', '更換']","[0, 1, 3, 5, 6, 7]"
[],[],"['難', '純化', '回收', '利用']","[1, 3, 4, 6]"
"['些工廠', '後', '處理方式']","[2, 6, 10]","['有', '採用', '蒸發', '濃縮', '委外']","[0, 3, 4, 5, 8]"
"['圖', '-', '所']","[1, 3, 5]",[],[]
"['技術', '離物的物理特性', '比重']","[1, 9, 12]","['分離', '利用', '欲', '分', '不同']","[0, 3, 4, 5, 13]"
"['技術', '濾', '切削油的固態雜質']","[2, 6, 14]","['利用', '材', '來', '濾']","[5, 7, 8, 9]"
"['切削油的貯存槽', '固體雜質之沉澱槽']","[6, 11]","['利用', '收集', '做為']","[2, 3, 7]"
"['貯存槽中', '方式']","[2, 6]","['利用', '靜置', '沉澱']","[3, 4, 5]"
"['貯槽內', '濾', '收集', '以', '']","[3, 8, 10, 12, 16]","['利用', '置', '放', '籃', '清除', '沉澱', '']","[1, 4, 5, 11, 14, 15, 16]"
"['大於', '', '在', '~', '可以']","[2, 5, 7, 9, 12]",['15'],[3]
['自然重力'],[4],"['利用', '沉澱', '除']","[2, 5, 7]"
"['油', '分離機時的流速', '旋轉']","[2, 8, 10]","['切削', '流入', '產生', '渦流']","[1, 3, 9, 11]"
"['不同', '進行', '']","[4, 6, 9]","['利用', '比重', '', '不同', '轉速', '']","[1, 2, 4, 7, 8, 9]"
"['內、外槽體', '分離器 離心機', '浮除器楔線', '網  濾', '誘導重力貯存槽沉澱槽 矽藻土之助濾劑 捲筒', '(', ' 纖維素', ' 濾', '袋 濾帶', '藻土之助濾劑 捲筒', '(', ')', '心  濾袋 永久型濾材可棄式濾材永久型濾材可棄式濾材', '重力真空壓力過', '真空', '磁力分離粒子去除-82-產生的離心力']","[4, 12, 15, 19, 29, 31, 35, 37, 41, 46, 48, 50, 62, 67, 69, 81]","['不同', '轉速', '濾紙']","[5, 6, 30]"
"['遠心', '離機', '原理', '圖', '-', '所']","[0, 2, 4, 6, 8, 10]","['分', '運作']","[1, 3]"
"['分', '原理', '晶圓', '切片', '單元', '切削油回收的']","[5, 8, 10, 12, 14, 19]",['使用'],[15]
"['其', '效率', '~', '百', '間']","[0, 2, 5, 7, 9]","['回收', '介於']","[1, 3]"
"['圖', '-', '為廢切', '油', '心回收系統']","[0, 2, 5, 7, 11]","['削', '多重離']","[6, 8]"
"['化學蝕刻', '切 片及研磨製程', '損傷層']","[1, 11, 14]","['來', '產生']","[4, 12]"
"['大量污泥', '中和後的酸根離子', '活性', '去除']","[3, 9, 12, 16]","['產生', '污']","[1, 13]"
"['廢酸中分離', '']","[5, 9]","['混合', '回收', '']","[1, 6, 9]"
"['目前', '廢酸的技術', '：薄膜', '分離、離 子', '樹脂', '溶劑']","[0, 9, 12, 18, 20, 23]","['應用', '來', '回收', '混合', '有', '擴散', '透析', '交換', '吸附', '萃取']","[3, 4, 5, 6, 10, 13, 14, 19, 21, 24]"
"['薄膜', '技術', '率']","[0, 2, 4]","['分離', '回收', '高']","[1, 3, 5]"
"['純度', '；', '', '組件設備', '較']","[5, 7, 10, 14, 16]","['回收', '高', '']","[2, 3, 5]"
['濃度的廢酸'],[7],"['用於', '回收', '低']","[2, 3, 4]"
"['不易', '化學蝕刻', '廢酸']","[0, 7, 11]","['應用', '類', '高', '']","[1, 3, 8, 11]"
"['溶劑', '循環']","[0, 4]","['萃取', '具有', '密閉']","[1, 2, 3]"
"['', '溶劑', '技術', '二', '不相溶的液', '不同']","[3, 5, 7, 11, 15, 18]","['個', '', '溶解']","[12, 14, 19]"
"['能斯特', '溶劑', '化學']","[0, 8, 11]","['分配', '定', '萃取', '定']","[4, 5, 9, 14]"
"['定義', '機相中', '萃取物', '濃度與水相中', '萃取物', '濃度 之比']","[2, 6, 9, 14, 17, 20]","['分配', '為', '有', '總']","[0, 3, 4, 18]"
"['率E', '']","[5, 8]","['萃取', '', '完全']","[3, 8, 9]"
"['機物', '體系', '三類', '（1）', '萃取', '是', '類由螯合劑', '萃取', '形成', '', '而', '']","[1, 3, 7, 11, 13, 15, 20, 23, 25, 27, 30, 34]","['無', '萃取', '分成', '一', '螯合物', '被', '有機溶劑']","[0, 2, 5, 16, 28, 31, 32]"
"['其中', '溶劑配位', '合物', '高分子 胺']","[0, 4, 6, 10]","['形成', '化', '萃取', '萃取', '重要']","[2, 5, 7, 11, 13]"
['其'],[0],"['萃取', '反', '﹕', ' D', '＝']","[1, 2, 4, 12, 20]"
"['有機相中', '', '中', '錯合陰離子進行', '交換']","[5, 7, 10, 14, 16]","['認為', '陰離子']","[1, 15]"
"['螯合', '體系']","[1, 3]","['萃取', '相比']","[2, 4]"
"['締合', '對', '', '很']","[1, 4, 6, 8]","['萃取', '體系']","[2, 3]"
[],[],"['使', '萃取', '率降低']","[0, 1, 2]"
"['3', '溶劑', '磷萃取劑']","[1, 3, 12]","['化', '萃取', '中性']","[4, 5, 10]"
"['其', '', '具有', '體 ']","[1, 3, 8, 11]","['利用', '連接', '電子', '特徵']","[0, 2, 9, 12]"
"['溶劑', '中性分子']","[1, 6]","['通過', '化', '萃取', '屬']","[0, 2, 3, 4]"
"['不易水解', '水 中', '度', '', '容量', '', '例', '常見溶劑', '優點']","[3, 6, 8, 10, 12, 14, 18, 21, 23]","['具有', '溶解', '小', '萃取', '高', '溶於']","[0, 7, 9, 11, 13, 19]"
"['應用', '硝 酸、硫酸介質中', '稀土', '離子']","[0, 7, 10, 12]","['萃取', '相關']","[8, 11]"
"['氟', '該體系中', '協同效 應', '釷', '競爭', '效應', '硼', '氟']","[3, 7, 10, 14, 16, 18, 21, 25]","['發現', '有', '存在', '萃取', '加入', '有助於', '萃取']","[0, 8, 15, 17, 22, 23, 26]"
"['微量組分', '組分']","[4, 6]","['進行', '萃取']","[5, 7]"
"['金屬鹵錯合陰離子的 鹽', '量 組分的組分']","[7, 16]","['利用', '萃取', '微', '萃取']","[1, 8, 12, 17]"
"['近年', '了', '大量元素萃取時']","[1, 5, 10]","['來', '利用']","[2, 4]"
"['微量元素的 共', '現象', '分離微量元素']","[4, 6, 12]","['引起', '萃取', '來', '富集']","[0, 5, 7, 8]"
"['溶劑', '來']","[3, 6]","['應用', '萃取', '回收']","[2, 4, 7]"
"['廢酸的回收', '一成分廢酸', '技術']","[2, 7, 11]","['回收', '純化', ' 多']","[8, 9, 13]"
"['以下', '其應用', '晶片製造業廢混酸', '萃取']","[0, 4, 11, 13]","['介紹', '回收', '技術']","[2, 6, 14]"
"['案例利用', '萃取', '來', '圓片廠化學蝕刻', '(', '酸、硝酸、氫氟酸']","[3, 5, 7, 13, 15, 21]","['溶劑', '技術', '回收', '矽晶']","[4, 6, 8, 9]"
"['溶劑性的萃取劑', '廢混酸中', '純無機酸']","[3, 9, 11]","['具', '利用', '來', '回收']","[0, 5, 6, 10]"
"['無機酸的溶劑', '基於', '在', '', '不同', '；', '離子', '萃取', '兩相', '不同', '度']","[2, 5, 7, 9, 13, 15, 19, 21, 28, 31, 33]","['萃取', '機相', '', '雖然', '在']","[3, 11, 13, 22, 27]"
['特性'],[6],"['有', '高', '穩定', '萃取']","[0, 2, 4, 5]"
"['金屬離子', '選擇性萃 取']","[4, 8]","['不同', '具有', '高']","[2, 5, 6]"
"['機酸的溶劑', '特性及分離係數', '金屬離子']","[3, 8, 15]","['無', '萃取', '不上']","[0, 4, 13]"
"['多段溶劑', '效果']","[5, 11]","['利用', '萃取', '加強', '其分離', '純化']","[2, 6, 8, 9, 10]"
"['論段數', '計算', '麥', '泰', '作圖確']","[4, 7, 9, 11, 17]","['萃取', '需', '理', '用']","[0, 2, 3, 6]"
"['設備的設計', '萃取', '離子或', '從', '到', '一相']","[3, 5, 9, 11, 13, 17]","['萃取', '包含', '金屬']","[0, 6, 7]"
"['在', '', '下盡', '', '速度和', '用', '']","[1, 3, 6, 10, 13, 16, 18]","['', '高', '', '可能', '小', '']","[3, 9, 10, 15, 17, 18]"
"['工 -', '設備', '澄清器、篩板', '脈衝', '以', '萃取器']","[1, 6, 13, 16, 18, 20]","['', '轉盤', '或']","[11, 14, 15]"
"['3', '資源', '成效', '萃取', '分離', '矽晶圓片業']","[0, 2, 4, 7, 9, 12]","['化', '技術', '純化', '產生']","[3, 8, 10, 13]"
"['廢混酸的溶劑', '分離']","[2, 4]","['萃取', '純化']","[3, 5]"
"['磷 酸三丁酯', '分離', '硝酸及氫氟酸']","[2, 10, 14]","['用於', '萃取', '純化']","[8, 9, 11]"
"['溶劑', '分離']","[2, 4]","['應用', '萃取', '純', '化成', '純酸']","[1, 3, 5, 6, 8]"
"['每一種酸經', '', '', ')', '個程序後分離純化', '', '', '', '', '分別', '6、6', '/']","[3, 5, 7, 11, 17, 19, 21, 23, 25, 27, 33, 35]","['萃取', '', '(', '後', '2']","[4, 7, 9, 18, 29]"
"['整個程序每個階段的製程參數及質量', '圖', '-', '所']","[10, 13, 15, 17]",['平衡'],[11]
"['硝酸', '醋酸', '氟酸']","[2, 4, 7]","['為', '氫']","[1, 6]"
"['三段逆流', '水相', 'mol', '', '至', ' 1', '/L']","[4, 9, 11, 13, 16, 20, 22]","['採用', '萃取', '有', ' 成', 'mol']","[1, 5, 17, 19, 21]"
"['硝酸', '能力', '醋酸']","[2, 5, 7]","['萃取', '大於']","[4, 6]"
"['圖', '-', '所']","[1, 3, 5]",[],[]
"['圖', '-', '所示']","[1, 3, 6]",[],[]
"['混酸的萃取', '顯示', '單一']","[3, 6, 8]","['廢', '各', '萃取', '能力']","[0, 7, 10, 11]"
"['', '濃度及流程中之質量']","[3, 11]","['為', '增加', '萃取', '平', ' 衡', '平衡']","[0, 1, 2, 4, 5, 12]"
"['三段逆流', '水相的硝酸', '機相', 'mol']","[4, 10, 14, 17]","['採用', '萃取', '萃取', '有', '成']","[1, 5, 11, 13, 15]"
"['圖', '-', '所示']","[1, 3, 6]",[],[]
"['圖', '-', '所']","[1, 3, 5]",[],[]
"['最後', '水相中的硝酸濃度', 'mol/L']","[0, 7, 10]","['回收', '為']","[1, 8]"
"['圖', '-', '所示']","[1, 3, 6]",[],[]
"['四段逆流', '水相', 'mol', '', '至', '2.3']","[3, 8, 10, 13, 16, 20]","['採用', '萃取', '原', '有', '成', 'mol']","[1, 4, 7, 17, 19, 21]"
"['圖', '-', '所示']","[1, 3, 6]",[],[]
"['表 6.1', '1', '蝕刻', '組成', '氫氟酸', 'mol', ' Si', '0.005', '0.0002', '：']","[1, 3, 6, 8, 13, 16, 20, 23, 27, 30]",['項目'],[9]
"['リコソウエハ', '工程', 'れゐ廢酸からの酸の分離．回收']","[3, 6, 17]","['製造', '排出']","[5, 8]"
"['工程', '廢酸', 'の', '．']","[5, 11, 16, 18]","['製造', '排出']","[4, 7]"
"['28', '3', '344', '2002', '6.1', '圓片', '蝕刻', '', '萃取流程及質量平衡', '萃取', '洗滌', '脫除', '洗滌', '中和', '/', '/', 'O', '3', '=2.0', '醋', '/', 'mole/l', '1200', '/', '天 ', '=2.010', '=', '300', '/天 ', '升', '1300', '/', '5', 'O/', '=', '3回收', '1020', '/', '(', '1500', '天 ', ' 水', '升', '段', '/', '4.0', '1000', '/', ')', 'O/A', '2.7', '溶劑', '升/', '1500', '/天 -', '-', '6.1', '2廢混酸以 2-', '為', '等溫萃取線及醋酸的', '分析', '6.1-3', '以', '-', '萃取', '後', '段數', '濃度關係(洗滌液', '2', '醋酸']","[0, 2, 8, 10, 13, 17, 19, 21, 27, 29, 31, 33, 37, 43, 48, 53, 59, 64, 70, 80, 83, 87, 90, 92, 99, 105, 110, 112, 115, 120, 124, 126, 128, 131, 133, 137, 139, 141, 143, 148, 151, 155, 157, 161, 163, 165, 168, 170, 175, 178, 180, 187, 191, 193, 197, 199, 201, 207, 209, 216, 221, 225, 227, 229, 231, 234, 237, 242, 244, 246]","['硝酸', '醋酸', '脫除', '混酸', '3', '=', 'A', 'O', '升', '回收', '(', '.', '酸 ', '廢混酸']","[30, 34, 39, 45, 50, 55, 61, 66, 72, 79, 85, 135, 153, 226]"
